File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
I:\dev\language-ext\LanguageExt.Parsec\obj\Debug\net451\LanguageExt.Parsec.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Parsec\obj\Debug\netstandard1.3\LanguageExt.Parsec.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Parsec\obj\Debug\netstandard2.0\LanguageExt.Parsec.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\net45\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\net451\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\netstandard1.3\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\netstandard2.0\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\ParserIOs\Expr.cs,141,77,34,2,17,0,47,268,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserIOs\Item.cs,88,49,26,7,8,0,31,138,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserIOs\Prim.cs,691,269,126,32,72,0,350,1912,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Char.cs,236,96,48,7,28,0,112,463,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Expr.cs,146,82,35,3,17,0,47,268,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Indent.cs,60,37,22,4,10,0,13,77,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Prim.cs,655,257,120,32,66,0,332,1820,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Token.cs,413,310,85,8,63,0,40,161,0,0
I:\dev\language-ext\LanguageExt.Rx\Cast.cs,14,13,8,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Rx\Check.cs,11,10,3,1,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Rx\Either.Extensions.cs,45,26,11,1,7,0,12,79,0,0
I:\dev\language-ext\LanguageExt.Rx\EitherUnsafe.Extensions.cs,44,26,11,1,6,0,12,79,0,0
I:\dev\language-ext\LanguageExt.Rx\Nullable.Extensions.cs,53,26,9,3,6,0,21,108,0,0
I:\dev\language-ext\LanguageExt.Rx\Option.Extensions.cs,56,35,12,4,7,0,14,92,0,0
I:\dev\language-ext\LanguageExt.Rx\OptionUnsafe.Extensions.cs,41,23,8,3,4,0,14,92,0,0
I:\dev\language-ext\LanguageExt.Rx\PreludeRx.cs,34,16,8,1,3,0,15,77,0,0
I:\dev\language-ext\LanguageExt.Rx\Task.Try.Extensions.cs,49,18,8,0,4,0,27,162,0,0
I:\dev\language-ext\LanguageExt.Rx\Try.Extensions.cs,84,48,24,4,9,0,27,162,0,0
I:\dev\language-ext\LanguageExt.Rx\TryAsync.Extensions.cs,58,26,10,0,5,0,27,162,0,0
I:\dev\language-ext\LanguageExt.Rx\TryOption.Extensions.cs,112,94,43,8,18,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Rx\TryOptionAsync.Extensions.cs,105,37,12,0,8,0,60,402,0,0
I:\dev\language-ext\LanguageExt.Rx\Validation.Extensions.cs,25,16,8,0,3,0,6,40,0,0
I:\dev\language-ext\LanguageExt.Rx\ValidationSeq.Extensions.cs,24,15,7,0,3,0,6,40,0,0
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\net451\LanguageExt.Rx.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\net46\LanguageExt.Rx.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\netcoreapp2.0\LanguageExt.Rx.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\netstandard2.0\LanguageExt.Rx.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Release\net46\LanguageExt.Rx.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Rx\obj\Release\netstandard2.0\LanguageExt.Rx.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Tests\Appendable.cs,63,18,11,0,7,0,38,94,0,0
I:\dev\language-ext\LanguageExt.Tests\ApplicativeTests.cs,164,119,73,0,30,0,15,100,0,0
I:\dev\language-ext\LanguageExt.Tests\ArrayTests.cs,139,115,67,0,24,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ChoiceTests.cs,253,192,128,0,61,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CollectionOrderingTests.cs,221,187,138,0,34,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CombinatorsTests.cs,44,29,16,0,8,0,7,23,0,0
I:\dev\language-ext\LanguageExt.Tests\CompositionsTests.cs,111,83,62,0,28,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CompositionTests.cs,103,86,57,0,17,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CondTest.cs,134,105,91,0,29,2,0,2,0,0
I:\dev\language-ext\LanguageExt.Tests\DelayTests.cs,40,33,20,2,7,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Divisible.cs,22,18,11,0,4,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherApply.cs,137,113,45,0,24,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherAsyncTests.cs,22,18,11,0,4,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherCoalesceTests.cs,94,76,45,0,18,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherTests.cs,195,160,62,4,35,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherUnsafeApply.cs,132,109,39,0,23,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EnumerableTTests.cs,120,43,26,0,17,0,60,173,0,0
I:\dev\language-ext\LanguageExt.Tests\EqualityTests.cs,244,188,100,8,46,2,10,58,0,0
I:\dev\language-ext\LanguageExt.Tests\ExceptionMatching.cs,69,58,19,1,11,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\FloatTypeExtensionsTests.cs,26,21,13,0,5,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\FunTests.cs,41,36,32,0,5,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\GlobalSuppressions.cs,12,7,0,0,1,0,4,37,0,0
I:\dev\language-ext\LanguageExt.Tests\HashMapTests.cs,219,183,129,1,35,0,1,2,0,0
I:\dev\language-ext\LanguageExt.Tests\HashSetTests.cs,174,146,115,0,28,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\IssuesTests.cs,476,375,188,10,86,0,15,41,0,0
I:\dev\language-ext\LanguageExt.Tests\LinqTests.cs,320,253,115,10,67,2,0,6,0,0
I:\dev\language-ext\LanguageExt.Tests\List.Predicate.Tests.cs,113,92,52,0,21,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ListMatchingTests.cs,84,70,40,0,14,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ListTests.cs,525,419,259,13,100,0,6,12,0,0
I:\dev\language-ext\LanguageExt.Tests\MapTests.cs,325,261,185,1,63,0,1,2,0,0
I:\dev\language-ext\LanguageExt.Tests\MemoTests.cs,103,58,40,0,27,0,18,48,0,0
I:\dev\language-ext\LanguageExt.Tests\MonadTests.cs,332,172,86,1,67,0,93,318,0,0
I:\dev\language-ext\LanguageExt.Tests\Multiplicable.cs,26,23,16,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\NewTypeTests.cs,153,103,73,0,33,0,17,84,0,0
I:\dev\language-ext\LanguageExt.Tests\NonNullTests.cs,147,122,62,2,24,0,1,3,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionApply.cs,98,78,39,0,20,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionAsyncTests.cs,119,83,49,1,23,0,13,49,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionCoalesceTests.cs,114,93,56,0,21,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionLazy.cs,172,132,96,0,40,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionTests.cs,239,194,90,5,43,1,2,18,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionTTests.cs,290,179,111,2,74,0,37,132,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionUnsafeApply.cs,71,10,6,0,14,0,47,98,0,0
I:\dev\language-ext\LanguageExt.Tests\ParsecTests.cs,485,381,245,0,100,0,4,2,0,0
I:\dev\language-ext\LanguageExt.Tests\PartialAndCurryingTests.cs,48,38,19,0,10,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\PatchTests.cs,589,428,299,0,161,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\QueryTests.cs,82,54,34,0,19,0,9,18,0,0
I:\dev\language-ext\LanguageExt.Tests\QueueTests.cs,95,77,48,0,18,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\RangeTests.cs,69,58,30,0,11,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Read-Me.cs,26,22,16,0,4,8,0,18,0,0
I:\dev\language-ext\LanguageExt.Tests\RecordIgnoreBaseTests.cs,147,110,60,0,37,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\RecordTests.cs,69,53,35,0,10,0,6,18,0,0
I:\dev\language-ext\LanguageExt.Tests\RecordTypesTest.cs,361,293,200,0,68,2,0,12,0,0
I:\dev\language-ext\LanguageExt.Tests\ReflectTests.cs,123,97,61,0,26,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ResultTests.cs,294,233,115,0,61,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Seq.Arr.Tests.cs,237,179,131,0,58,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Seq.Cons.Tests.cs,237,179,131,0,58,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Seq.Enumerable.Tests.cs,251,192,155,0,59,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Seq.IList.Tests.cs,238,180,142,0,58,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Seq.Lst.Tests.cs,237,179,131,0,58,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Seq.Module.Tests.cs,205,141,113,2,54,0,10,83,0,0
I:\dev\language-ext\LanguageExt.Tests\SeqTests.cs,163,124,84,1,39,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\SerialisationTests.cs,177,141,101,0,36,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\SetTests.cs,57,46,33,0,11,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\StackTests.cs,92,75,48,0,17,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Subtractable.cs,86,60,39,0,10,0,16,80,0,0
I:\dev\language-ext\LanguageExt.Tests\TaskTests.cs,121,95,45,4,22,0,4,23,0,0
I:\dev\language-ext\LanguageExt.Tests\TraverseTests.cs,218,166,96,5,52,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TryApply.cs,107,88,42,0,19,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TryAsyncTEsts.cs,407,337,189,28,70,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TryMonadTests.cs,189,155,50,4,30,0,4,28,0,0
I:\dev\language-ext\LanguageExt.Tests\TryOption.cs,33,27,10,0,4,0,2,2,0,0
I:\dev\language-ext\LanguageExt.Tests\TryOptionApply.cs,151,124,52,0,27,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TryOptionMonadTests.cs,94,81,25,2,13,1,0,5,0,0
I:\dev\language-ext\LanguageExt.Tests\TryOutTests.cs,131,99,58,2,32,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TrySimpleTests.cs,60,49,25,1,11,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TupleTests.cs,90,79,60,0,11,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TypeClassBiFunctor.cs,43,36,20,0,7,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TypeClassEQ.cs,36,30,16,0,6,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TypeClassFoldable.cs,88,66,41,0,22,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\TypeClassFunctor.cs,97,72,48,0,22,0,3,23,0,0
I:\dev\language-ext\LanguageExt.Tests\TypeClassMonad.cs,103,86,46,0,17,2,0,2,0,0
I:\dev\language-ext\LanguageExt.Tests\TypeClassMonoid.cs,75,56,33,0,16,0,3,10,0,0
I:\dev\language-ext\LanguageExt.Tests\TypeClassORD.cs,93,78,59,0,15,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\UnitsOfMeasureTests.cs,374,297,163,0,77,1,0,9,0,0
I:\dev\language-ext\LanguageExt.Tests\UnsafeTests.cs,23,19,8,0,4,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\UseFamilyTests.cs,281,215,137,2,66,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ValidationTests.cs,178,114,59,7,21,0,43,302,0,0
I:\dev\language-ext\LanguageExt.Tests\DefaultValueChecks\AbstractDefaultValueCheckTests.cs,98,84,47,0,14,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\DefaultValueChecks\IsDefaultExtensionTests.cs,9,8,4,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\DefaultValueChecks\isDefaultPreludeTests.cs,9,8,4,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\DefaultValueChecks\notDefaultPreludeTests.cs,9,8,4,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\NullChecks\AbstractNullCheckTests.cs,106,90,53,0,16,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\NullChecks\IsNullExtensionTests.cs,9,8,4,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\NullChecks\isnullPreludeTests.cs,9,8,4,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\NullChecks\notnullPreludeTests.cs,9,8,4,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\obj\Debug\net451\LanguageExt.Tests.AssemblyInfo.cs,26,11,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Tests\obj\Debug\net451\LanguageExt.Tests.Program.cs,3,3,2,0,0,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\obj\Debug\netcoreapp1.0\LanguageExt.Tests.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Tests\obj\Debug\netcoreapp1.0\LanguageExt.Tests.Program.cs,3,3,2,0,0,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\obj\Debug\netcoreapp2.0\LanguageExt.Tests.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Tests\obj\Debug\netcoreapp2.0\LanguageExt.Tests.Program.cs,4,4,2,0,0,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\obj\Debug\netstandard1.6\LanguageExt.Tests.AssemblyInfo.cs,26,11,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Tests\obj\Release\netcoreapp1.0\LanguageExt.Tests.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Tests\obj\Release\netcoreapp1.0\LanguageExt.Tests.Program.cs,3,3,2,0,0,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\AbstractParseTPrecisionIntervalTests.cs,22,17,7,0,5,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\AbstractParseTSignedPrecisionIntervalTests.cs,22,17,7,0,5,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\AbstractParseTTests.cs,39,32,18,0,7,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\AbstractParseTUnsignedPrecisionIntervalTests.cs,21,17,7,0,4,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseBoolTests.cs,14,11,5,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseByteTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseCharTests.cs,20,16,7,0,4,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseDateTimeOffsetTests.cs,36,27,11,0,9,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseDateTimeTests.cs,15,12,6,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseDecimalTests.cs,11,9,5,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseDoubleTests.cs,19,16,5,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseEnumTests.cs,25,19,7,0,6,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseFloatTests.cs,20,17,5,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseGuidTests.cs,18,15,8,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseIntTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseLongTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseSByteTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseShortTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseUIntTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseULongTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Parsing\parseUShortTests.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Regression\Issue283.cs,80,69,33,1,11,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\SeqTypes\SeqListTests.cs,35,30,20,0,5,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Extensions.cs,22,20,8,1,2,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Program.cs,64,56,34,0,8,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Program.TestData.cs,31,28,8,0,3,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Data\AccountingRow.cs,18,16,10,0,2,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Data\Operations.cs,40,35,21,0,5,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Data\SourceType.cs,23,21,10,0,2,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\DSL\Transform.cs,97,75,30,5,19,0,3,11,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\DSL\TransformA.cs,116,105,65,0,11,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\DSL\TransformLINQ.cs,38,32,20,1,6,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\ExpressionCompiler\Compiler.cs,206,172,41,6,34,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Interpreter\Interpreter.cs,81,73,37,15,8,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Interpreter\InterpreterState.cs,42,36,17,1,6,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\Interpreter\ScriptFunctions.cs,21,16,8,0,5,0,0,0,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\obj\Debug\netcoreapp2.0\AccountingDSL.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\ScriptParsing\Interpolate.cs,47,32,14,2,6,0,9,55,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\ScriptParsing\ScriptExpr.cs,151,143,86,1,4,0,4,32,0,0
I:\dev\language-ext\Samples\AccountingDSL\AccountingDSL\ScriptParsing\ScriptParser.cs,248,177,77,4,23,1,48,369,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Core\Interpreter.cs,78,65,23,2,13,0,0,0,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Core\obj\Debug\netstandard1.4\Banking.Core.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\Account.cs,29,21,13,0,5,0,3,10,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\AccountName.cs,16,10,5,0,3,0,3,10,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\Bank.cs,76,45,20,1,8,0,23,93,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\BankingFree.cs,244,172,98,0,23,0,49,226,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\Constructors.cs,22,17,13,0,2,0,3,14,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\IAccountName.cs,23,14,5,0,3,0,6,19,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\NewTypes.cs,21,18,19,0,3,0,0,0,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\PersonName.cs,23,16,10,0,2,0,5,38,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\Transaction.cs,26,19,13,0,3,0,4,23,0,0
I:\dev\language-ext\Samples\BankingAppSample\Banking.Schema\obj\Debug\netstandard1.4\Banking.Schema.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\BankingAppSample\BankingAppSample\Program.cs,58,46,16,0,8,0,4,45,0,0
I:\dev\language-ext\Samples\BankingAppSample\BankingAppSample\obj\Debug\netcoreapp1.1\BankingAppSample.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\Records\Cons.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\Samples\Records\Maybe.cs,49,28,13,0,7,0,14,37,0,0
I:\dev\language-ext\Samples\Records\Program.cs,42,33,21,0,9,0,0,0,0,0
I:\dev\language-ext\Samples\Records\TestJObject.cs,68,54,39,0,14,0,0,0,0,0
I:\dev\language-ext\Samples\Records\Tree.cs,13,11,7,0,2,0,0,0,0,0
I:\dev\language-ext\Samples\Records\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
I:\dev\language-ext\Samples\RecordsNetCore\Maybe.cs,49,28,13,0,7,0,14,37,0,0
I:\dev\language-ext\Samples\RecordsNetCore\Program.cs,41,34,22,0,7,0,0,0,0,0
I:\dev\language-ext\Samples\RecordsNetCore\obj\Debug\netcoreapp1.1\RecordsNetCore.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\RecordsNetCore\obj\Debug\netcoreapp2.0\RecordsNetCore.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\RecordsNetCore\obj\Release\netcoreapp1.1\RecordsNetCore.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\TestBed\Program.cs,246,192,115,1,53,0,1,1,0,0
I:\dev\language-ext\Samples\TestBed\obj\Debug\netcoreapp1.0\TestBed.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\TestBed\obj\Debug\netcoreapp2.0\TestBed.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\TestBed\obj\Release\netcoreapp1.0\TestBed.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\TestBed\obj\x64\Debug\netcoreapp1.0\TestBed.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\TestBed\obj\x64\Release\netcoreapp1.0\TestBed.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\TestBed\obj\x86\Debug\netcoreapp1.0\TestBed.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\Samples\TestBed\obj\x86\Release\netcoreapp1.0\TestBed.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
